4.8,3.0,0.0
5.2,2.7,1.0
4.9,3.0,0.0
5.5,3.5,0.0
4.8,3.4,0.0
5.0,3.0,0.0
4.6,3.4,0.0
4.8,3.4,0.0
5.7,3.0,1.0
5.2,3.4,0.0
5.2,2.7,1.0
6.4,2.9,1.0
4.8,3.1,0.0
6.2,2.9,1.0
5.7,2.9,1.0
4.6,3.1,0.0
5.0,3.4,0.0
5.7,2.8,1.0
4.9,2.4,1.0
5.2,3.5,0.0
6.8,2.8,1.0
4.9,3.0,0.0
4.8,3.0,0.0
4.6,3.1,0.0
6.1,2.9,1.0
5.0,3.4,0.0
5.6,3.0,1.0
6.0,3.4,1.0
4.6,3.1,0.0
4.9,3.1,0.0
5.1,3.8,0.0
5.1,2.5,1.0
6.1,2.9,1.0
5.2,3.4,0.0
4.8,3.0,0.0
5.4,3.4,0.0
6.1,2.9,1.0
6.8,2.8,1.0
6.1,2.8,1.0
7.0,3.2,1.0
6.2,2.2,1.0
5.7,4.4,0.0
4.9,3.1,0.0
5.8,2.7,1.0
6.5,2.8,1.0
5.5,2.3,1.0
6.7,3.1,1.0
4.9,3.1,0.0
6.2,2.9,1.0
4.6,3.6,0.0
6.4,2.9,1.0
5.1,3.8,0.0
6.7,3.1,1.0
6.3,3.3,1.0
4.6,3.6,0.0
6.3,3.3,1.0
5.9,3.0,1.0
5.6,2.7,1.0
4.7,3.2,0.0
5.7,2.8,1.0
5.7,2.9,1.0
6.6,2.9,1.0
4.6,3.6,0.0
6.7,3.0,1.0
6.2,2.9,1.0
4.8,3.0,0.0
5.8,2.7,1.0
4.4,3.0,0.0
5.0,2.3,1.0
5.2,3.5,0.0
7.0,3.2,1.0
5.7,3.0,1.0
4.6,3.1,0.0
4.9,3.1,0.0
5.5,2.3,1.0
5.9,3.0,1.0
5.1,3.4,0.0
5.0,3.4,0.0
5.2,3.5,0.0
5.2,2.7,1.0
5.3,3.7,0.0
4.6,3.6,0.0
5.6,3.0,1.0
4.9,3.1,0.0
5.8,2.7,1.0
6.2,2.9,1.0
5.1,3.5,0.0
6.2,2.2,1.0
4.9,3.0,0.0
6.7,3.1,1.0
5.0,3.2,0.0
4.6,3.4,0.0
5.1,3.5,0.0
5.9,3.2,1.0
5.7,2.9,1.0
4.8,3.4,0.0
6.6,3.0,1.0
5.0,3.0,0.0
5.0,3.4,0.0
5.2,3.5,0.0
4.6,3.1,0.0
5.2,3.5,0.0
6.2,2.9,1.0
4.5,2.3,0.0
6.7,3.1,1.0
5.7,3.8,0.0
4.8,3.0,0.0
7.0,3.2,1.0
5.7,3.0,1.0
5.2,3.5,0.0
6.6,3.0,1.0
4.8,3.0,0.0
5.9,3.2,1.0
6.1,3.0,1.0
4.9,3.1,0.0
4.9,3.1,0.0
5.1,3.8,0.0
6.6,2.9,1.0
5.6,3.0,1.0
6.8,2.8,1.0
6.7,3.1,1.0
4.7,3.2,0.0
5.5,2.3,1.0
5.7,3.8,0.0
5.5,3.5,0.0
5.7,3.8,0.0
5.0,3.0,0.0
6.6,2.9,1.0
4.4,3.0,0.0
5.1,3.5,0.0
5.1,3.5,0.0
4.9,3.6,0.0
4.7,3.2,0.0
6.6,2.9,1.0
4.9,3.6,0.0
5.7,3.0,1.0
5.9,3.2,1.0
5.5,3.5,0.0
5.7,4.4,0.0
5.7,4.4,0.0
6.6,2.9,1.0
7.0,3.2,1.0
6.3,3.3,1.0
4.9,2.4,1.0
4.4,3.0,0.0
4.7,3.2,0.0
5.6,2.7,1.0
6.7,3.1,1.0
6.5,2.8,1.0
6.3,2.5,1.0
5.0,2.3,1.0
5.7,3.8,0.0
4.9,3.1,0.0
6.7,3.0,1.0
5.1,2.5,1.0
4.8,3.1,0.0
4.6,3.4,0.0
4.9,3.1,0.0
6.0,3.4,1.0
5.3,3.7,0.0
6.1,2.8,1.0
5.5,3.5,0.0
4.4,3.0,0.0
5.0,3.4,0.0
5.1,3.5,0.0
5.1,3.8,0.0
6.4,2.9,1.0
5.5,2.3,1.0
5.7,2.8,1.0
4.8,3.1,0.0
4.7,3.2,0.0
5.2,3.4,0.0
5.9,3.2,1.0
6.6,2.9,1.0
4.7,3.2,0.0
5.4,3.9,0.0
5.2,2.7,1.0
6.1,2.8,1.0
5.5,2.4,1.0
4.6,3.2,0.0
5.4,3.9,0.0
6.3,3.3,1.0
6.7,3.1,1.0
5.6,3.0,1.0
4.4,2.9,0.0
4.6,3.6,0.0
6.0,3.4,1.0
5.0,3.0,0.0
6.6,2.9,1.0
4.9,3.1,0.0
4.6,3.4,0.0
6.2,2.9,1.0
6.6,2.9,1.0
5.5,2.3,1.0
6.6,3.0,1.0
5.7,2.9,1.0
6.0,3.4,1.0
6.5,2.8,1.0
5.0,3.0,0.0
5.5,2.3,1.0
5.3,3.7,0.0
6.6,2.9,1.0
5.7,3.8,0.0
5.6,2.7,1.0
4.8,3.4,0.0
6.1,2.9,1.0
6.1,2.8,1.0
7.0,3.2,1.0
5.7,2.8,1.0
4.8,3.1,0.0
5.4,3.9,0.0
4.4,3.0,0.0
5.1,2.5,1.0
4.8,3.4,0.0
5.2,3.4,0.0
5.0,3.2,0.0
5.8,2.7,1.0
5.0,3.3,0.0
4.5,2.3,0.0
5.1,3.8,0.0
6.8,2.8,1.0
5.0,3.3,0.0
4.8,3.0,0.0
4.8,3.0,0.0
4.4,2.9,0.0
5.0,3.3,0.0
6.3,3.3,1.0
4.8,3.4,0.0
4.9,3.1,0.0
5.4,3.4,0.0
5.7,2.8,1.0
5.1,2.5,1.0
5.0,2.3,1.0
4.4,2.9,0.0
4.9,3.1,0.0
6.2,2.9,1.0
5.6,2.7,1.0
6.7,3.0,1.0
6.1,3.0,1.0
4.6,3.2,0.0
5.5,3.5,0.0
5.9,3.0,1.0
4.8,3.0,0.0
4.4,3.0,0.0
5.2,3.4,0.0
4.9,2.4,1.0
6.6,3.0,1.0
5.1,3.5,0.0
5.8,2.7,1.0
5.9,3.0,1.0
4.7,3.2,0.0
6.6,3.0,1.0
5.0,3.4,0.0
6.1,2.8,1.0
4.4,2.9,0.0
5.1,3.5,0.0
4.9,3.1,0.0
6.4,2.9,1.0
4.5,2.3,0.0
6.2,2.2,1.0
5.1,3.8,0.0
6.8,2.8,1.0
5.3,3.7,0.0
6.5,2.8,1.0
4.4,2.9,0.0
4.8,3.4,0.0
5.5,4.2,0.0
6.6,3.0,1.0
4.7,3.2,0.0
4.8,3.1,0.0
5.4,3.9,0.0
5.0,3.4,0.0
4.9,3.0,0.0
6.1,2.8,1.0
6.3,3.3,1.0
5.2,2.7,1.0
5.0,3.4,0.0
5.0,3.2,0.0
5.5,2.3,1.0
6.1,2.8,1.0
6.3,2.5,1.0
5.7,2.8,1.0
4.9,3.0,0.0
4.9,3.0,0.0
6.3,3.3,1.0
5.1,3.8,0.0
5.1,3.8,0.0
4.8,3.4,0.0
4.9,2.4,1.0
4.8,3.1,0.0
5.3,3.7,0.0
5.0,3.4,0.0
5.2,2.7,1.0
5.2,3.5,0.0
6.6,3.0,1.0
5.8,2.7,1.0
4.6,3.2,0.0
5.7,2.9,1.0
5.5,2.3,1.0
5.4,3.9,0.0
5.1,3.5,0.0
5.1,3.8,0.0
6.0,3.4,1.0
6.6,2.9,1.0
5.1,3.5,0.0
7.0,3.2,1.0
6.1,3.0,1.0
5.2,2.7,1.0
5.1,3.8,0.0
5.4,3.4,0.0
4.6,3.6,0.0
6.2,2.2,1.0
4.8,3.0,0.0
5.5,2.3,1.0
5.1,3.8,0.0
6.1,2.8,1.0
4.4,2.9,0.0
5.0,3.0,0.0
6.6,3.0,1.0
6.5,2.8,1.0
4.4,3.0,0.0
5.5,4.2,0.0
5.1,3.4,0.0
4.6,3.6,0.0
4.8,3.4,0.0
4.6,3.1,0.0
4.8,3.4,0.0
5.1,3.5,0.0
4.9,3.6,0.0
6.2,2.9,1.0
6.6,2.9,1.0
5.7,2.9,1.0
6.3,2.5,1.0
5.5,2.4,1.0
5.0,2.3,1.0
5.8,2.7,1.0
5.5,2.4,1.0
4.9,3.1,0.0
4.4,3.2,0.0
4.9,3.6,0.0
5.1,3.8,0.0
4.9,2.4,1.0
6.2,2.9,1.0
6.0,3.4,1.0
5.6,2.5,1.0
5.4,3.9,0.0
5.6,2.5,1.0
5.7,2.9,1.0
5.7,3.0,1.0
4.7,3.2,0.0
5.3,3.7,0.0
4.9,2.4,1.0
5.7,2.8,1.0
6.6,2.9,1.0
6.3,2.5,1.0
6.2,2.9,1.0
6.6,3.0,1.0
5.0,3.0,0.0
5.9,3.0,1.0
5.1,3.8,0.0
6.3,2.5,1.0
5.2,3.4,0.0
6.3,2.5,1.0
5.1,2.5,1.0
5.6,3.0,1.0
5.0,3.4,0.0
5.1,3.8,0.0
4.4,3.2,0.0
4.9,3.1,0.0
5.4,3.9,0.0
5.4,3.9,0.0
5.7,3.0,1.0
6.7,3.0,1.0
6.2,2.9,1.0
6.6,2.9,1.0
4.8,3.4,0.0
5.1,3.8,0.0
6.1,2.8,1.0
6.0,3.4,1.0
4.9,2.4,1.0
5.6,2.7,1.0
5.2,3.5,0.0
5.1,3.4,0.0
5.7,2.9,1.0
6.1,2.8,1.0
6.1,3.0,1.0
6.1,2.9,1.0
5.8,2.7,1.0
6.2,2.9,1.0
5.0,3.3,0.0
6.4,2.9,1.0
5.5,2.3,1.0
5.1,3.8,0.0
4.6,3.1,0.0
6.1,2.9,1.0
5.7,3.8,0.0
5.6,3.0,1.0
6.7,3.1,1.0
4.8,3.0,0.0
6.7,3.0,1.0
5.5,2.3,1.0
5.6,2.5,1.0
6.6,3.0,1.0
4.9,3.6,0.0
5.7,2.8,1.0
5.0,3.4,0.0
6.4,2.9,1.0
5.6,3.0,1.0
6.5,2.8,1.0
4.4,3.2,0.0
5.5,2.4,1.0
5.0,3.4,0.0
4.5,2.3,0.0
4.6,3.2,0.0
6.4,2.9,1.0
5.5,4.2,0.0
6.1,3.0,1.0
5.0,3.2,0.0
5.7,4.4,0.0
5.5,3.5,0.0
5.5,2.4,1.0
6.0,3.4,1.0
5.2,2.7,1.0
4.5,2.3,0.0
5.7,3.0,1.0
5.4,3.4,0.0
4.8,3.1,0.0
6.2,2.2,1.0
6.3,3.3,1.0
5.0,3.3,0.0
5.5,2.3,1.0
4.6,3.1,0.0
6.7,3.1,1.0
4.4,3.2,0.0
4.6,3.1,0.0
5.0,3.4,0.0
5.5,4.2,0.0
6.5,2.8,1.0
5.6,2.5,1.0
4.8,3.4,0.0
6.7,3.1,1.0
4.6,3.2,0.0
5.8,2.7,1.0
5.1,3.4,0.0
4.8,3.1,0.0
5.6,3.0,1.0
5.0,3.2,0.0
5.2,3.4,0.0
4.4,3.0,0.0
4.7,3.2,0.0
5.1,3.8,0.0
6.8,2.8,1.0
4.8,3.0,0.0
5.7,3.8,0.0
5.6,2.7,1.0
5.0,2.3,1.0
5.0,3.4,0.0
5.4,3.9,0.0
5.7,2.9,1.0
5.7,2.9,1.0
6.8,2.8,1.0
5.7,3.0,1.0
5.2,3.4,0.0
5.3,3.7,0.0
4.4,2.9,0.0
6.3,2.5,1.0
5.0,3.2,0.0
4.8,3.4,0.0
4.9,2.4,1.0
4.9,3.1,0.0
5.7,2.9,1.0
6.1,2.9,1.0
5.6,3.0,1.0
5.6,3.0,1.0
5.8,2.7,1.0
5.6,2.7,1.0
6.1,2.9,1.0
7.0,3.2,1.0
5.0,3.0,0.0
6.5,2.8,1.0
5.7,2.8,1.0
5.6,2.7,1.0
5.2,3.4,0.0
6.3,2.5,1.0
5.6,3.0,1.0
6.5,2.8,1.0
5.1,3.8,0.0
6.2,2.9,1.0
4.6,3.1,0.0
6.1,2.8,1.0
5.6,2.7,1.0
5.2,2.7,1.0
4.9,3.1,0.0
6.4,2.9,1.0
5.7,3.8,0.0
4.9,3.6,0.0
5.6,3.0,1.0
4.4,3.2,0.0
5.2,3.5,0.0
4.8,3.4,0.0
4.8,3.4,0.0
5.5,2.3,1.0
6.6,3.0,1.0
4.6,3.1,0.0
5.7,4.4,0.0
5.0,3.4,0.0
5.7,3.0,1.0
6.3,3.3,1.0
4.8,3.0,0.0
5.2,2.7,1.0
5.6,3.0,1.0
5.1,3.5,0.0
6.6,3.0,1.0
5.1,2.5,1.0
5.1,3.4,0.0
5.0,3.2,0.0
6.1,3.0,1.0
5.0,3.3,0.0
5.0,3.0,0.0
5.0,3.0,0.0
6.1,2.8,1.0
6.2,2.2,1.0
4.8,3.4,0.0
5.1,3.8,0.0
5.2,3.4,0.0
6.3,3.3,1.0
4.7,3.2,0.0
4.9,3.1,0.0
5.0,3.4,0.0
4.4,3.2,0.0
4.9,3.6,0.0
5.4,3.4,0.0
5.7,2.8,1.0
4.9,3.6,0.0
6.1,3.0,1.0
5.0,2.3,1.0
5.6,3.0,1.0
4.9,2.4,1.0
4.4,2.9,0.0
5.2,3.5,0.0
5.1,3.5,0.0
5.7,2.9,1.0
6.5,2.8,1.0
6.2,2.9,1.0
5.0,2.3,1.0
4.4,2.9,0.0
5.1,2.5,1.0
5.6,3.0,1.0
6.1,3.0,1.0
5.5,4.2,0.0
4.8,3.1,0.0
5.0,3.3,0.0
6.3,3.3,1.0
5.9,3.2,1.0
6.1,2.8,1.0
5.1,3.4,0.0
4.9,3.1,0.0
5.6,2.7,1.0
5.4,3.9,0.0
